Wavenumber,Intensity
650.4205,0.217276
652.2841,0.216570
654.1478,0.213228
656.0115,0.213638
657.8751,0.215490
659.7388,0.219099
661.6025,0.227278
663.4661,0.232864
665.3298,0.235141
667.1935,0.239886
669.0571,0.240494
670.9208,0.232486
672.7845,0.224229
674.6481,0.215449
676.5118,0.207294
678.3755,0.202406
680.2392,0.199388
682.1028,0.195994
683.9665,0.191585
685.8302,0.187741
687.6938,0.184868
689.5575,0.182226
691.4212,0.179948
693.2848,0.177202
695.1485,0.174224
697.0122,0.172182
698.8758,0.171293
700.7395,0.170737
702.6032,0.170020
704.4669,0.166934
706.3305,0.161436
708.1942,0.154838
710.0579,0.147696
711.9215,0.140672
713.7852,0.133805
715.6489,0.127658
717.5125,0.122331
719.3762,0.117682
721.2399,0.113707
723.1035,0.109964
724.9672,0.106619
726.8309,0.103371
728.6945,0.100400
730.5582,0.097811
732.4219,0.094903
734.2856,0.092494
736.1492,0.090795
738.0129,0.090235
739.8766,0.091749
741.7402,0.093998
743.6039,0.095613
745.4676,0.096632
747.3312,0.096914
749.1949,0.096093
751.0586,0.094552
752.9222,0.093216
754.7859,0.092567
756.6496,0.091611
758.5132,0.090682
760.3769,0.090410
762.2406,0.090102
764.1043,0.089706
765.9679,0.089259
767.8316,0.089219
769.6953,0.089946
771.5589,0.090502
773.4226,0.090553
775.2863,0.090777
777.1499,0.091330
779.0136,0.092439
780.8773,0.093769
782.7409,0.094650
784.6046,0.095383
786.4683,0.096519
788.3320,0.097876
790.1956,0.099361
792.0593,0.101049
793.9230,0.102727
795.7866,0.104525
797.6503,0.106365
799.5140,0.107850
801.3776,0.108970
803.2413,0.109720
805.1050,0.109956
806.9686,0.109542
808.8323,0.108714
810.6960,0.107347
812.5596,0.105002
814.4233,0.102282
816.2870,0.099695
818.1507,0.097500
820.0143,0.095567
821.8780,0.093854
823.7417,0.093041
825.6053,0.093296
827.4690,0.094935
829.3327,0.096180
831.1963,0.092255
833.0600,0.083285
834.9237,0.075666
836.7873,0.072306
838.6510,0.071123
840.5147,0.071004
842.3784,0.071544
844.2420,0.071924
846.1057,0.072048
847.9694,0.072189
849.8330,0.072490
851.6967,0.072844
853.5604,0.073034
855.4240,0.073361
857.2877,0.073891
859.1514,0.074263
861.0150,0.074497
862.8787,0.074917
864.7424,0.075356
866.6060,0.075717
868.4697,0.076175
870.3334,0.076805
872.1971,0.077589
874.0607,0.078273
875.9244,0.079081
877.7881,0.080172
879.6517,0.081149
881.5154,0.082009
883.3791,0.083028
885.2427,0.083976
887.1064,0.084710
888.9701,0.085659
890.8337,0.086683
892.6974,0.087738
894.5611,0.089197
896.4247,0.090745
898.2884,0.092245
900.1521,0.094053
902.0158,0.096182
903.8794,0.098883
905.7431,0.102382
907.6068,0.106351
909.4704,0.111195
911.3341,0.117877
913.1978,0.126334
915.0614,0.131925
916.9251,0.126950
918.7888,0.113627
920.6524,0.102940
922.5161,0.098866
924.3798,0.098357
926.2435,0.098997
928.1071,0.100021
929.9708,0.101290
931.8345,0.102796
933.6981,0.104364
935.5618,0.105761
937.4255,0.107187
939.2891,0.108583
941.1528,0.110037
943.0165,0.111555
944.8801,0.113058
946.7438,0.114638
948.6075,0.116119
950.4711,0.117482
952.3348,0.119042
954.1985,0.120792
956.0622,0.122606
957.9258,0.124557
959.7895,0.126660
961.6532,0.128796
963.5168,0.131085
965.3805,0.133748
967.2442,0.136837
969.1078,0.140250
970.9715,0.143842
972.8352,0.147828
974.6988,0.153523
976.5625,0.162232
978.4262,0.176165
980.2899,0.195554
982.1535,0.204985
984.0172,0.185652
985.8809,0.158053
987.7445,0.147197
989.6082,0.147611
991.4719,0.150218
993.3355,0.153212
995.1992,0.156236
997.0629,0.159124
998.9265,0.161964
1000.7902,0.164674
1002.6539,0.167054
1004.5175,0.169378
1006.3812,0.171710
1008.2449,0.173722
1010.1086,0.175327
1011.9722,0.176100
1013.8359,0.175820
1015.6996,0.174652
1017.5632,0.172652
1019.4269,0.169815
1021.2906,0.166257
1023.1542,0.162250
1025.0179,0.158049
1026.8816,0.154096
1028.7452,0.150768
1030.6089,0.147763
1032.4726,0.145088
1034.3362,0.142821
1036.1999,0.141017
1038.0636,0.139540
1039.9273,0.138349
1041.7909,0.137628
1043.6546,0.137383
1045.5183,0.137249
1047.3819,0.136208
1049.2456,0.132741
1051.1093,0.125650
1052.9729,0.115886
1054.8366,0.107037
1056.7003,0.101550
1058.5639,0.098889
1060.4276,0.097777
1062.2913,0.097444
1064.1550,0.097519
1066.0186,0.097889
1067.8823,0.098408
1069.7460,0.099113
1071.6096,0.100150
1073.4733,0.101300
1075.3370,0.102440
1077.2006,0.103426
1079.0643,0.104309
1080.9280,0.105149
1082.7916,0.106139
1084.6553,0.107349
1086.5190,0.108599
1088.3826,0.110062
1090.2463,0.112091
1092.1100,0.114654
1093.9737,0.117798
1095.8373,0.121448
1097.7010,0.125692
1099.5647,0.130519
1101.4283,0.135567
1103.2920,0.140125
1105.1557,0.143375
1107.0193,0.143924
1108.8830,0.140157
1110.7467,0.132045
1112.6103,0.121327
1114.4740,0.110207
1116.3377,0.100184
1118.2014,0.091915
1120.0650,0.085744
1121.9287,0.081397
1123.7924,0.078407
1125.6560,0.076174
1127.5197,0.074224
1129.3834,0.072261
1131.2470,0.070414
1133.1107,0.068983
1134.9744,0.068001
1136.8380,0.067205
1138.7017,0.066582
1140.5654,0.066300
1142.4290,0.066258
1144.2927,0.066276
1146.1564,0.066353
1148.0201,0.066534
1149.8837,0.066794
1151.7474,0.067006
1153.6111,0.067160
1155.4747,0.067356
1157.3384,0.067683
1159.2021,0.068094
1161.0657,0.068624
1162.9294,0.069391
1164.7931,0.070594
1166.6567,0.072369
1168.5204,0.074776
1170.3841,0.077481
1172.2477,0.079575
1174.1114,0.079391
1175.9751,0.076263
1177.8388,0.071868
1179.7024,0.068102
1181.5661,0.065864
1183.4298,0.064941
1185.2934,0.064679
1187.1571,0.064749
1189.0208,0.064969
1190.8844,0.065221
1192.7481,0.065509
1194.6118,0.065795
1196.4754,0.066176
1198.3391,0.066704
1200.2028,0.067286
1202.0665,0.067863
1203.9301,0.068357
1205.7938,0.068730
1207.6575,0.069014
1209.5211,0.069393
1211.3848,0.069885
1213.2485,0.070493
1215.1121,0.071139
1216.9758,0.071802
1218.8395,0.072430
1220.7031,0.073030
1222.5668,0.073567
1224.4305,0.074123
1226.2941,0.074546
1228.1578,0.074950
1230.0215,0.075363
1231.8852,0.075778
1233.7488,0.076181
1235.6125,0.076476
1237.4762,0.076773
1239.3398,0.077227
1241.2035,0.077523
1243.0672,0.077837
1244.9308,0.078308
1246.7945,0.078740
1248.6582,0.079135
1250.5218,0.079629
1252.3855,0.080058
1254.2492,0.080522
1256.1129,0.080966
1257.9765,0.081447
1259.8402,0.082137
1261.7039,0.082881
1263.5675,0.083512
1265.4312,0.084170
1267.2949,0.084650
1269.1585,0.084757
1271.0222,0.084633
1272.8859,0.084596
1274.7495,0.084782
1276.6132,0.085356
1278.4769,0.086286
1280.3405,0.087520
1282.2042,0.088770
1284.0679,0.090137
1285.9316,0.091607
1287.7952,0.093371
1289.6589,0.095408
1291.5226,0.097740
1293.3862,0.100443
1295.2499,0.103623
1297.1136,0.107422
1298.9772,0.111940
1300.8409,0.117347
1302.7046,0.123539
1304.5682,0.129155
1306.4319,0.131060
1308.2956,0.124346
1310.1592,0.108260
1312.0229,0.090447
1313.8866,0.078514
1315.7503,0.073777
1317.6139,0.073318
1319.4776,0.074444
1321.3413,0.076010
1323.2049,0.077860
1325.0686,0.080045
1326.9323,0.082269
1328.7959,0.084615
1330.6596,0.086874
1332.5233,0.088782
1334.3869,0.089898
1336.2506,0.090771
1338.1143,0.091926
1339.9780,0.093248
1341.8416,0.093562
1343.7053,0.093414
1345.5690,0.093751
1347.4326,0.094499
1349.2963,0.095612
1351.1600,0.096828
1353.0236,0.098294
1354.8873,0.100293
1356.7510,0.102245
1358.6146,0.104070
1360.4783,0.106429
1362.3420,0.110116
1364.2056,0.113336
1366.0693,0.115138
1367.9330,0.117997
1369.7967,0.121293
1371.6603,0.123780
1373.5240,0.127717
1375.3877,0.132106
1377.2513,0.134798
1379.1150,0.138447
1380.9787,0.143013
1382.8423,0.147686
1384.7060,0.153029
1386.5697,0.159823
1388.4333,0.167203
1390.2970,0.171215
1392.1607,0.173940
1394.0244,0.175346
1395.8880,0.172103
1397.7517,0.165046
1399.6154,0.156557
1401.4790,0.148476
1403.3427,0.141764
1405.2064,0.132217
1407.0700,0.118288
1408.9337,0.103874
1410.7974,0.090496
1412.6610,0.080885
1414.5247,0.076085
1416.3884,0.075944
1418.2520,0.079986
1420.1157,0.086916
1421.9794,0.089877
1423.8431,0.087898
1425.7067,0.080117
1427.5704,0.072348
1429.4341,0.068538
1431.2977,0.067582
1433.1614,0.067813
1435.0251,0.069495
1436.8887,0.072884
1438.7524,0.074492
1440.6161,0.074796
1442.4797,0.076175
1444.3434,0.077103
1446.2071,0.078057
1448.0707,0.078522
1449.9344,0.077103
1451.7981,0.074406
1453.6618,0.071979
1455.5254,0.071410
1457.3891,0.074720
1459.2528,0.074905
1461.1164,0.073752
1462.9801,0.074102
1464.8438,0.075163
1466.7074,0.074364
1468.5711,0.072672
1470.4348,0.072168
1472.2984,0.073455
1474.1621,0.074251
1476.0258,0.073761
1477.8895,0.073978
1479.7531,0.074227
1481.6168,0.075393
1483.4805,0.076090
1485.3441,0.076675
1487.2078,0.078493
1489.0715,0.081540
1490.9351,0.083993
1492.7988,0.083877
1494.6625,0.084365
1496.5261,0.087708
1498.3898,0.090273
1500.2535,0.090790
1502.1171,0.090415
1503.9808,0.090595
1505.8445,0.094530
1507.7082,0.102022
1509.5718,0.100741
1511.4355,0.100404
1513.2992,0.101251
1515.1628,0.102474
1517.0265,0.104660
1518.8902,0.105332
1520.7538,0.106683
1522.6175,0.109405
1524.4812,0.108699
1526.3448,0.110205
1528.2085,0.110727
1530.0722,0.110382
1531.9359,0.111547
1533.7995,0.114077
1535.6632,0.113300
1537.5269,0.112693
1539.3905,0.116494
1541.2542,0.121036
1543.1179,0.120750
1544.9815,0.121325
1546.8452,0.121324
1548.7089,0.121812
1550.5725,0.123393
1552.4362,0.123448
1554.2999,0.123929
1556.1635,0.124957
1558.0272,0.128700
1559.8909,0.136779
1561.7546,0.132971
1563.6182,0.132152
1565.4819,0.133720
1567.3456,0.135197
1569.2092,0.137890
1571.0729,0.140381
1572.9366,0.140324
1574.8002,0.143106
1576.6639,0.148032
1578.5276,0.149563
1580.3912,0.150036
1582.2549,0.152264
1584.1186,0.153796
1585.9822,0.155150
1587.8459,0.155810
1589.7096,0.156497
1591.5733,0.156285
1593.4369,0.156087
1595.3006,0.155259
1597.1643,0.154509
1599.0279,0.152911
1600.8916,0.151394
1602.7553,0.150041
1604.6189,0.149145
1606.4826,0.148093
1608.3463,0.147651
1610.2099,0.146711
1612.0736,0.145401
1613.9373,0.143315
1615.8010,0.141459
1617.6646,0.136844
1619.5283,0.131382
1621.3920,0.127950
1623.2556,0.124235
1625.1193,0.118369
1626.9830,0.113640
