Wavenumber,Intensity
650.4205,0.273503
652.2841,0.277470
654.1478,0.283654
656.0115,0.292994
657.8751,0.301983
659.7388,0.309244
661.6025,0.320069
663.4661,0.332719
665.3298,0.343387
667.1935,0.352269
669.0571,0.346823
670.9208,0.328461
672.7845,0.310534
674.6481,0.293810
676.5118,0.281775
678.3755,0.273162
680.2392,0.269451
682.1028,0.264171
683.9665,0.253448
685.8302,0.241998
687.6938,0.231995
689.5575,0.224077
691.4212,0.217864
693.2848,0.210681
695.1485,0.204125
697.0122,0.200151
698.8758,0.198545
700.7395,0.198088
702.6032,0.197950
704.4669,0.195314
706.3305,0.189718
708.1942,0.182418
710.0579,0.173687
711.9215,0.164835
713.7852,0.156373
715.6489,0.148224
717.5125,0.142512
719.3762,0.138551
721.2399,0.135414
723.1035,0.132643
724.9672,0.130678
726.8309,0.129549
728.6945,0.128817
730.5582,0.128775
732.4219,0.130300
734.2856,0.134815
736.1492,0.146349
738.0129,0.166893
739.8766,0.190651
741.7402,0.209341
743.6039,0.207808
745.4676,0.174916
747.3312,0.141290
749.1949,0.127582
751.0586,0.122105
752.9222,0.119620
754.7859,0.115992
756.6496,0.107486
758.5132,0.101796
760.3769,0.101607
762.2406,0.103561
764.1043,0.106557
765.9679,0.109912
767.8316,0.111041
769.6953,0.108951
771.5589,0.107365
773.4226,0.108333
775.2863,0.110774
777.1499,0.113843
779.0136,0.116148
780.8773,0.117765
782.7409,0.118784
784.6046,0.119925
786.4683,0.122218
788.3320,0.124882
790.1956,0.127387
792.0593,0.130005
793.9230,0.133079
795.7866,0.136822
797.6503,0.140736
799.5140,0.145030
801.3776,0.149169
803.2413,0.151022
805.1050,0.149867
806.9686,0.147723
808.8323,0.146055
810.6960,0.144464
812.5596,0.142202
814.4233,0.139500
816.2870,0.136979
818.1507,0.135127
820.0143,0.133597
821.8780,0.132642
823.7417,0.132815
825.6053,0.134279
827.4690,0.137518
829.3327,0.140332
831.1963,0.136716
833.0600,0.126301
834.9237,0.117322
836.7873,0.114282
838.6510,0.113975
840.5147,0.113771
842.3784,0.114507
844.2420,0.117488
846.1057,0.122239
847.9694,0.126414
849.8330,0.127554
851.6967,0.125889
853.5604,0.125794
855.4240,0.129320
857.2877,0.132441
859.1514,0.132615
861.0150,0.132637
862.8787,0.134994
864.7424,0.137345
866.6060,0.136686
868.4697,0.134219
870.3334,0.133084
872.1971,0.134385
874.0607,0.137134
875.9244,0.139328
877.7881,0.139860
879.6517,0.139967
881.5154,0.141186
883.3791,0.143097
885.2427,0.144646
887.1064,0.146081
888.9701,0.147785
890.8337,0.149660
892.6974,0.151774
894.5611,0.153949
896.4247,0.156326
898.2884,0.159222
900.1521,0.162573
902.0158,0.166483
903.8794,0.171036
905.7431,0.176396
907.6068,0.183020
909.4704,0.191018
911.3341,0.201314
913.1978,0.214427
915.0614,0.224088
916.9251,0.219665
918.7888,0.203631
920.6524,0.189019
922.5161,0.181292
924.3798,0.178575
926.2435,0.178731
928.1071,0.180179
929.9708,0.181519
931.8345,0.182480
933.6981,0.183992
935.5618,0.186360
937.4255,0.188960
939.2891,0.191660
941.1528,0.194484
943.0165,0.197081
944.8801,0.199538
946.7438,0.202133
948.6075,0.204838
950.4711,0.207644
952.3348,0.210540
954.1985,0.213604
956.0622,0.216851
957.9258,0.220184
959.7895,0.223626
961.6532,0.227415
963.5168,0.231143
965.3805,0.234613
967.2442,0.238719
969.1078,0.243821
970.9715,0.249463
972.8352,0.256132
974.6988,0.265557
976.5625,0.279512
978.4262,0.300741
980.2899,0.328416
982.1535,0.338501
984.0172,0.307496
985.8809,0.269582
987.7445,0.255515
989.6082,0.255324
991.4719,0.257327
993.3355,0.260289
995.1992,0.264195
997.0629,0.268540
998.9265,0.273135
1000.7902,0.278012
1002.6539,0.283449
1004.5175,0.289460
1006.3812,0.293855
1008.2449,0.293842
1010.1086,0.290734
1011.9722,0.287208
1013.8359,0.283505
1015.6996,0.278832
1017.5632,0.272583
1019.4269,0.264689
1021.2906,0.255517
1023.1542,0.245697
1025.0179,0.235822
1026.8816,0.226515
1028.7452,0.218168
1030.6089,0.210687
1032.4726,0.204024
1034.3362,0.198135
1036.1999,0.192886
1038.0636,0.188385
1039.9273,0.184667
1041.7909,0.181611
1043.6546,0.179101
1045.5183,0.176610
1047.3819,0.173283
1049.2456,0.167782
1051.1093,0.158511
1052.9729,0.146596
1054.8366,0.136099
1056.7003,0.129601
1058.5639,0.126580
1060.4276,0.125382
1062.2913,0.124776
1064.1550,0.124515
1066.0186,0.124777
1067.8823,0.124987
1069.7460,0.125085
1071.6096,0.126140
1073.4733,0.128580
1075.3370,0.131356
1077.2006,0.132553
1079.0643,0.131665
1080.9280,0.130907
1082.7916,0.131815
1084.6553,0.133967
1086.5190,0.136904
1088.3826,0.140324
1090.2463,0.144435
1092.1100,0.149584
1093.9737,0.155570
1095.8373,0.161698
1097.7010,0.167256
1099.5647,0.171827
1101.4283,0.175460
1103.2920,0.177794
1105.1557,0.177929
1107.0193,0.175345
1108.8830,0.169347
1110.7467,0.159759
1112.6103,0.147963
1114.4740,0.135734
1116.3377,0.124069
1118.2014,0.113639
1120.0650,0.105287
1121.9287,0.099227
1123.7924,0.095319
1125.6560,0.092941
1127.5197,0.091126
1129.3834,0.089551
1131.2470,0.087874
1133.1107,0.085832
1134.9744,0.084009
1136.8380,0.083018
1138.7017,0.083061
1140.5654,0.084026
1142.4290,0.085240
1144.2927,0.085568
1146.1564,0.084480
1148.0201,0.082480
1149.8837,0.080680
1151.7474,0.080394
1153.6111,0.082032
1155.4747,0.084208
1157.3384,0.084721
1159.2021,0.083221
1161.0657,0.081423
1162.9294,0.080371
1164.7931,0.080152
1166.6567,0.081004
1168.5204,0.083333
1170.3841,0.086504
1172.2477,0.088895
1174.1114,0.088583
1175.9751,0.085007
1177.8388,0.079917
1179.7024,0.075556
1181.5661,0.072885
1183.4298,0.071789
1185.2934,0.071632
1187.1571,0.071868
1189.0208,0.072282
1190.8844,0.072636
1192.7481,0.072732
