Wavenumber,Intensity
650.4205,0.161635
652.2841,0.159769
654.1478,0.158759
656.0115,0.157101
657.8751,0.154290
659.7388,0.147735
661.6025,0.143943
663.4661,0.142802
665.3298,0.141591
667.1935,0.141149
669.0571,0.143814
670.9208,0.144225
672.7845,0.143327
674.6481,0.141965
676.5118,0.142856
678.3755,0.144920
680.2392,0.145258
682.1028,0.144419
683.9665,0.144510
685.8302,0.144131
687.6938,0.143628
689.5575,0.142899
691.4212,0.143109
693.2848,0.142799
695.1485,0.142816
697.0122,0.141921
698.8758,0.140010
700.7395,0.137808
702.6032,0.135915
704.4669,0.133315
706.3305,0.129357
708.1942,0.123089
710.0579,0.116778
711.9215,0.111204
713.7852,0.105245
715.6489,0.099671
717.5125,0.095200
719.3762,0.091038
721.2399,0.086951
723.1035,0.082816
724.9672,0.079148
726.8309,0.076138
728.6945,0.073474
730.5582,0.070747
732.4219,0.067972
734.2856,0.065861
736.1492,0.064359
738.0129,0.063439
739.8766,0.063771
741.7402,0.064998
743.6039,0.067105
745.4676,0.068564
747.3312,0.068342
749.1949,0.067751
751.0586,0.067598
752.9222,0.067328
754.7859,0.067237
756.6496,0.066781
758.5132,0.066208
760.3769,0.066035
762.2406,0.065718
764.1043,0.065825
765.9679,0.066412
767.8316,0.066800
769.6953,0.067064
771.5589,0.067287
773.4226,0.067833
775.2863,0.068660
777.1499,0.069517
779.0136,0.070494
780.8773,0.071783
782.7409,0.073227
784.6046,0.074651
786.4683,0.076172
788.3320,0.077696
790.1956,0.079497
792.0593,0.081298
793.9230,0.083215
795.7866,0.085488
797.6503,0.087427
799.5140,0.088963
801.3776,0.090067
803.2413,0.091000
805.1050,0.091370
806.9686,0.090987
808.8323,0.090473
810.6960,0.089738
812.5596,0.088017
814.4233,0.085868
816.2870,0.084130
818.1507,0.082786
820.0143,0.081676
821.8780,0.081042
823.7417,0.081231
825.6053,0.082154
827.4690,0.083769
829.3327,0.084689
831.1963,0.080641
833.0600,0.071256
834.9237,0.062436
836.7873,0.057253
838.6510,0.054371
840.5147,0.052427
842.3784,0.051063
844.2420,0.050177
846.1057,0.049834
847.9694,0.049698
849.8330,0.048893
851.6967,0.047325
853.5604,0.045934
855.4240,0.045160
857.2877,0.044965
859.1514,0.044975
861.0150,0.044723
862.8787,0.044501
864.7424,0.044520
866.6060,0.044679
868.4697,0.044826
870.3334,0.044980
872.1971,0.045169
874.0607,0.045212
875.9244,0.045280
877.7881,0.045541
879.6517,0.045994
881.5154,0.046371
883.3791,0.046665
885.2427,0.047014
887.1064,0.047429
888.9701,0.047769
890.8337,0.048114
892.6974,0.048795
894.5611,0.049568
896.4247,0.050284
898.2884,0.051246
900.1521,0.052362
902.0158,0.053824
