Wavenumber,Intensity
650.4205,0.220934
652.2841,0.219570
654.1478,0.222283
656.0115,0.225080
657.8751,0.228669
659.7388,0.234719
661.6025,0.242964
663.4661,0.249943
665.3298,0.257158
667.1935,0.262471
669.0571,0.261796
670.9208,0.252028
672.7845,0.240641
674.6481,0.230383
676.5118,0.221900
678.3755,0.214751
680.2392,0.209901
682.1028,0.204559
683.9665,0.199510
685.8302,0.194831
687.6938,0.191167
689.5575,0.187904
691.4212,0.184264
693.2848,0.180195
695.1485,0.178113
697.0122,0.177058
698.8758,0.177433
700.7395,0.178308
702.6032,0.177932
704.4669,0.174785
706.3305,0.169398
708.1942,0.162054
710.0579,0.154171
711.9215,0.146584
713.7852,0.139937
715.6489,0.134144
717.5125,0.128446
719.3762,0.123426
721.2399,0.119068
723.1035,0.115233
724.9672,0.112483
726.8309,0.109625
728.6945,0.107656
730.5582,0.105667
732.4219,0.103372
734.2856,0.100098
736.1492,0.096594
738.0129,0.095012
739.8766,0.095660
741.7402,0.097701
743.6039,0.099302
745.4676,0.099111
747.3312,0.097943
749.1949,0.097106
751.0586,0.096110
752.9222,0.095160
754.7859,0.094857
756.6496,0.094734
758.5132,0.094676
760.3769,0.094717
762.2406,0.094744
764.1043,0.094662
765.9679,0.094756
767.8316,0.094809
769.6953,0.094580
771.5589,0.094856
773.4226,0.095815
775.2863,0.096824
777.1499,0.098176
779.0136,0.099880
780.8773,0.101643
782.7409,0.103586
784.6046,0.105601
786.4683,0.107419
788.3320,0.108965
790.1956,0.110228
792.0593,0.111637
793.9230,0.113639
795.7866,0.115732
797.6503,0.117856
799.5140,0.120244
801.3776,0.122171
803.2413,0.122820
805.1050,0.121953
806.9686,0.120573
808.8323,0.119120
810.6960,0.117126
812.5596,0.114941
814.4233,0.112975
816.2870,0.110881
818.1507,0.108834
820.0143,0.106846
821.8780,0.105463
823.7417,0.105208
825.6053,0.106154
827.4690,0.108123
829.3327,0.109485
831.1963,0.105487
833.0600,0.095811
834.9237,0.086991
836.7873,0.083188
838.6510,0.082560
840.5147,0.082550
842.3784,0.082876
844.2420,0.083550
846.1057,0.084403
847.9694,0.085468
849.8330,0.086766
851.6967,0.088447
853.5604,0.090722
855.4240,0.093073
857.2877,0.094401
859.1514,0.094080
861.0150,0.092665
862.8787,0.091461
864.7424,0.091147
866.6060,0.091121
868.4697,0.091041
870.3334,0.091524
872.1971,0.092304
874.0607,0.093079
875.9244,0.094269
877.7881,0.095534
879.6517,0.096580
881.5154,0.097651
883.3791,0.098825
885.2427,0.100137
887.1064,0.101537
888.9701,0.102907
890.8337,0.104596
892.6974,0.106760
894.5611,0.109049
896.4247,0.111302
898.2884,0.113809
900.1521,0.116994
902.0158,0.120838
903.8794,0.124781
