Wavenumber,Intensity
650.4205,0.263257
652.2841,0.257777
654.1478,0.256201
656.0115,0.252836
657.8751,0.249654
659.7388,0.249431
661.6025,0.252543
663.4661,0.256257
665.3298,0.259803
667.1935,0.261831
669.0571,0.260939
670.9208,0.253497
672.7845,0.247780
674.6481,0.242295
676.5118,0.238122
678.3755,0.235464
680.2392,0.234570
682.1028,0.231457
683.9665,0.228107
685.8302,0.225640
687.6938,0.223774
689.5575,0.221023
691.4212,0.219594
693.2848,0.218354
695.1485,0.217797
697.0122,0.217823
698.8758,0.217440
700.7395,0.216876
702.6032,0.216949
704.4669,0.214070
706.3305,0.207950
708.1942,0.199618
710.0579,0.190172
711.9215,0.180550
713.7852,0.171384
715.6489,0.161775
717.5125,0.154077
719.3762,0.147882
721.2399,0.141499
723.1035,0.135219
724.9672,0.130141
726.8309,0.125156
728.6945,0.120289
730.5582,0.115959
732.4219,0.111665
734.2856,0.107390
736.1492,0.104149
738.0129,0.102963
739.8766,0.103735
741.7402,0.106032
743.6039,0.108983
745.4676,0.111242
747.3312,0.111428
749.1949,0.110384
751.0586,0.109703
752.9222,0.108589
754.7859,0.107107
756.6496,0.106365
758.5132,0.106017
760.3769,0.105424
762.2406,0.104701
764.1043,0.103938
765.9679,0.103578
767.8316,0.103735
769.6953,0.103956
771.5589,0.104402
773.4226,0.105238
775.2863,0.105951
777.1499,0.106898
779.0136,0.108123
780.8773,0.109411
782.7409,0.110761
784.6046,0.112245
786.4683,0.114144
788.3320,0.116400
790.1956,0.118734
792.0593,0.121379
793.9230,0.124225
795.7866,0.126960
797.6503,0.129233
799.5140,0.131217
801.3776,0.132671
803.2413,0.133659
805.1050,0.133946
806.9686,0.132830
808.8323,0.130445
810.6960,0.127587
812.5596,0.124266
814.4233,0.120833
816.2870,0.117285
818.1507,0.113941
820.0143,0.111193
821.8780,0.109096
823.7417,0.108216
825.6053,0.109118
827.4690,0.111321
829.3327,0.112392
831.1963,0.106042
833.0600,0.092420
834.9237,0.081024
836.7873,0.075893
838.6510,0.074115
840.5147,0.073631
842.3784,0.073825
844.2420,0.073972
846.1057,0.073781
847.9694,0.073744
849.8330,0.073849
851.6967,0.073927
853.5604,0.074074
855.4240,0.074271
857.2877,0.074578
859.1514,0.074863
861.0150,0.075131
862.8787,0.075445
864.7424,0.075714
866.6060,0.076113
868.4697,0.076624
870.3334,0.077154
872.1971,0.077627
874.0607,0.078340
875.9244,0.079268
877.7881,0.080022
879.6517,0.080709
881.5154,0.081682
883.3791,0.082619
885.2427,0.083414
887.1064,0.084369
888.9701,0.085298
890.8337,0.086055
892.6974,0.086878
894.5611,0.087999
896.4247,0.089408
898.2884,0.091273
900.1521,0.093475
902.0158,0.096255
903.8794,0.100088
905.7431,0.105022
907.6068,0.110922
909.4704,0.117705
911.3341,0.126080
913.1978,0.135695
915.0614,0.140081
916.9251,0.130062
918.7888,0.110931
920.6524,0.096832
922.5161,0.091302
924.3798,0.090106
926.2435,0.090386
928.1071,0.091256
929.9708,0.092370
931.8345,0.093662
933.6981,0.094897
935.5618,0.096079
937.4255,0.097490
939.2891,0.098941
941.1528,0.100177
943.0165,0.101469
944.8801,0.103029
946.7438,0.104768
948.6075,0.106455
950.4711,0.108034
952.3348,0.109693
954.1985,0.111370
956.0622,0.113080
957.9258,0.115051
959.7895,0.117266
961.6532,0.119610
963.5168,0.122106
965.3805,0.124947
967.2442,0.128343
969.1078,0.132260
970.9715,0.136389
972.8352,0.141161
974.6988,0.148524
976.5625,0.160821
978.4262,0.181325
980.2899,0.209158
982.1535,0.219454
984.0172,0.187605
985.8809,0.147227
987.7445,0.130288
989.6082,0.128982
991.4719,0.130967
993.3355,0.133395
995.1992,0.135810
997.0629,0.138168
998.9265,0.140567
1000.7902,0.143052
1002.6539,0.145589
1004.5175,0.148099
1006.3812,0.150472
1008.2449,0.152608
1010.1086,0.154214
1011.9722,0.155149
1013.8359,0.155414
1015.6996,0.154924
1017.5632,0.153731
