Wavenumber,Intensity
650.4205,0.106547
652.2841,0.111116
654.1478,0.117388
656.0115,0.124645
657.8751,0.131787
659.7388,0.139823
661.6025,0.150562
663.4661,0.161253
665.3298,0.170641
667.1935,0.179923
669.0571,0.182793
670.9208,0.172152
672.7845,0.161556
674.6481,0.151526
676.5118,0.146040
678.3755,0.142118
680.2392,0.138439
682.1028,0.135363
683.9665,0.133235
685.8302,0.131076
687.6938,0.130276
689.5575,0.128996
691.4212,0.125726
693.2848,0.122887
695.1485,0.121354
697.0122,0.119919
698.8758,0.119628
700.7395,0.120994
702.6032,0.122669
704.4669,0.123658
706.3305,0.125452
708.1942,0.127737
710.0579,0.130167
711.9215,0.131840
713.7852,0.134422
715.6489,0.138682
717.5125,0.143685
719.3762,0.149835
721.2399,0.157711
723.1035,0.166114
724.9672,0.175617
726.8309,0.184994
728.6945,0.192946
730.5582,0.200353
732.4219,0.209152
734.2856,0.211203
736.1492,0.198935
738.0129,0.176691
739.8766,0.155353
741.7402,0.138278
743.6039,0.121757
745.4676,0.102512
747.3312,0.082981
749.1949,0.067449
751.0586,0.058869
752.9222,0.055488
754.7859,0.054311
756.6496,0.054112
758.5132,0.054064
760.3769,0.054206
762.2406,0.054627
764.1043,0.055031
765.9679,0.055539
767.8316,0.056123
769.6953,0.056657
771.5589,0.057056
773.4226,0.057715
775.2863,0.058761
777.1499,0.060141
779.0136,0.061352
780.8773,0.062564
782.7409,0.063209
784.6046,0.063912
786.4683,0.065341
788.3320,0.066825
790.1956,0.068286
792.0593,0.069175
793.9230,0.069850
795.7866,0.071182
797.6503,0.072459
799.5140,0.073523
801.3776,0.074500
803.2413,0.075372
805.1050,0.076091
806.9686,0.076815
808.8323,0.077464
810.6960,0.077978
812.5596,0.078224
814.4233,0.078352
816.2870,0.078513
818.1507,0.079160
820.0143,0.080039
821.8780,0.080660
823.7417,0.081646
825.6053,0.083242
827.4690,0.085044
829.3327,0.086676
831.1963,0.087330
833.0600,0.086963
834.9237,0.086892
836.7873,0.087976
838.6510,0.090376
840.5147,0.094363
842.3784,0.100556
844.2420,0.110732
846.1057,0.121362
847.9694,0.119508
849.8330,0.104180
851.6967,0.091395
853.5604,0.086921
855.4240,0.087076
857.2877,0.088838
859.1514,0.090592
861.0150,0.092255
862.8787,0.094378
864.7424,0.096157
866.6060,0.097727
868.4697,0.099674
870.3334,0.101819
872.1971,0.104205
874.0607,0.107094
875.9244,0.110283
877.7881,0.113827
879.6517,0.118014
881.5154,0.123333
883.3791,0.129894
885.2427,0.138391
887.1064,0.149399
888.9701,0.161957
890.8337,0.172355
892.6974,0.172637
894.5611,0.156256
896.4247,0.133475
898.2884,0.119154
900.1521,0.114984
902.0158,0.115811
903.8794,0.118293
905.7431,0.121357
907.6068,0.124837
909.4704,0.128334
911.3341,0.132053
913.1978,0.135837
915.0614,0.138664
916.9251,0.139097
918.7888,0.137761
920.6524,0.137260
922.5161,0.138615
924.3798,0.140754
926.2435,0.143031
928.1071,0.145582
929.9708,0.148445
931.8345,0.151287
933.6981,0.154159
935.5618,0.157166
937.4255,0.160200
939.2891,0.163182
941.1528,0.166437
943.0165,0.170075
944.8801,0.174255
946.7438,0.178820
948.6075,0.183933
950.4711,0.189916
952.3348,0.196739
954.1985,0.204240
956.0622,0.212497
