Wavenumber,Intensity
650.4205,0.114543
652.2841,0.115899
654.1478,0.118295
656.0115,0.120386
657.8751,0.125681
659.7388,0.129924
661.6025,0.136162
663.4661,0.144205
665.3298,0.150236
667.1935,0.154041
669.0571,0.153155
670.9208,0.142311
672.7845,0.130425
674.6481,0.118387
676.5118,0.110872
678.3755,0.108056
680.2392,0.104497
682.1028,0.100591
683.9665,0.099041
685.8302,0.098348
687.6938,0.098528
689.5575,0.098877
691.4212,0.098622
693.2848,0.097572
695.1485,0.097702
697.0122,0.099543
698.8758,0.101317
700.7395,0.102337
702.6032,0.104797
704.4669,0.107254
706.3305,0.109471
708.1942,0.112422
710.0579,0.114786
711.9215,0.114912
713.7852,0.113940
715.6489,0.109711
717.5125,0.100402
719.3762,0.088512
721.2399,0.080504
723.1035,0.076759
724.9672,0.073858
726.8309,0.071857
728.6945,0.070821
730.5582,0.069690
732.4219,0.068435
734.2856,0.067814
736.1492,0.068261
738.0129,0.069218
739.8766,0.070421
741.7402,0.072084
743.6039,0.074652
745.4676,0.077306
747.3312,0.079793
749.1949,0.082054
751.0586,0.084057
752.9222,0.084923
754.7859,0.083564
756.6496,0.081408
758.5132,0.081347
760.3769,0.083463
762.2406,0.086325
764.1043,0.089942
765.9679,0.095120
767.8316,0.098805
769.6953,0.097693
771.5589,0.094478
773.4226,0.093849
775.2863,0.093064
777.1499,0.086024
779.0136,0.077223
780.8773,0.072835
782.7409,0.070653
784.6046,0.069205
786.4683,0.068401
788.3320,0.068181
790.1956,0.068054
792.0593,0.068519
793.9230,0.069006
795.7866,0.069340
797.6503,0.070324
799.5140,0.071716
801.3776,0.071877
803.2413,0.070872
805.1050,0.069778
806.9686,0.069158
808.8323,0.069452
810.6960,0.069976
812.5596,0.069969
814.4233,0.070184
816.2870,0.071463
818.1507,0.073512
820.0143,0.076523
821.8780,0.080579
823.7417,0.082975
825.6053,0.082276
827.4690,0.081223
829.3327,0.083658
831.1963,0.088861
833.0600,0.091484
834.9237,0.087334
836.7873,0.080726
838.6510,0.077646
840.5147,0.079386
842.3784,0.085029
844.2420,0.092886
846.1057,0.098555
847.9694,0.096906
849.8330,0.087075
851.6967,0.075362
853.5604,0.067470
855.4240,0.063573
857.2877,0.061666
859.1514,0.060307
861.0150,0.059180
862.8787,0.058561
864.7424,0.058480
866.6060,0.058667
868.4697,0.058951
870.3334,0.059434
