Wavenumber,Intensity
650.4205,0.109400
652.2841,0.110572
654.1478,0.109362
656.0115,0.107681
657.8751,0.107029
659.7388,0.103778
661.6025,0.101108
663.4661,0.100187
665.3298,0.100738
667.1935,0.098982
669.0571,0.095474
670.9208,0.093753
672.7845,0.094483
674.6481,0.095459
676.5118,0.096496
678.3755,0.095587
680.2392,0.094865
682.1028,0.094933
683.9665,0.094393
685.8302,0.094056
687.6938,0.094160
689.5575,0.093549
691.4212,0.091957
693.2848,0.091033
695.1485,0.092245
697.0122,0.092841
698.8758,0.092939
700.7395,0.092707
702.6032,0.091849
704.4669,0.089937
706.3305,0.089328
708.1942,0.088146
710.0579,0.086094
711.9215,0.083915
713.7852,0.082135
715.6489,0.080888
717.5125,0.079757
719.3762,0.078426
721.2399,0.077189
723.1035,0.076297
724.9672,0.076062
726.8309,0.074830
728.6945,0.072879
730.5582,0.071408
732.4219,0.071046
734.2856,0.070975
736.1492,0.070493
738.0129,0.070094
739.8766,0.070281
741.7402,0.070643
743.6039,0.071032
745.4676,0.070087
747.3312,0.069381
749.1949,0.069610
751.0586,0.069215
752.9222,0.068186
754.7859,0.067910
756.6496,0.067456
758.5132,0.066966
760.3769,0.066924
762.2406,0.066701
764.1043,0.066430
765.9679,0.066607
767.8316,0.066243
769.6953,0.065465
771.5589,0.065774
773.4226,0.066227
775.2863,0.066411
777.1499,0.067104
779.0136,0.067507
780.8773,0.067853
782.7409,0.068270
784.6046,0.068861
786.4683,0.069081
788.3320,0.069350
790.1956,0.069554
792.0593,0.069349
793.9230,0.068700
795.7866,0.068464
797.6503,0.068032
799.5140,0.067468
801.3776,0.067083
803.2413,0.066992
805.1050,0.066782
806.9686,0.066603
808.8323,0.066117
810.6960,0.065370
812.5596,0.064107
814.4233,0.062835
816.2870,0.062112
818.1507,0.061629
820.0143,0.060766
821.8780,0.059823
823.7417,0.059145
825.6053,0.058511
827.4690,0.057814
829.3327,0.057365
831.1963,0.056464
833.0600,0.054856
834.9237,0.053245
836.7873,0.052509
838.6510,0.052112
840.5147,0.052041
842.3784,0.051928
844.2420,0.051803
846.1057,0.052199
847.9694,0.052480
849.8330,0.052164
851.6967,0.051638
853.5604,0.051287
855.4240,0.051354
857.2877,0.051337
859.1514,0.051181
861.0150,0.051123
862.8787,0.051577
864.7424,0.052308
866.6060,0.052924
868.4697,0.053244
870.3334,0.053511
872.1971,0.053809
874.0607,0.053984
875.9244,0.054370
877.7881,0.055051
879.6517,0.055817
881.5154,0.056475
883.3791,0.056894
885.2427,0.057322
887.1064,0.057788
888.9701,0.058091
890.8337,0.058350
892.6974,0.058538
894.5611,0.058479
896.4247,0.058405
898.2884,0.058318
900.1521,0.058149
902.0158,0.058243
903.8794,0.058470
905.7431,0.058821
907.6068,0.059621
909.4704,0.060563
911.3341,0.061382
913.1978,0.062144
915.0614,0.062787
916.9251,0.062537
918.7888,0.061347
920.6524,0.060567
922.5161,0.060720
924.3798,0.061300
926.2435,0.062174
928.1071,0.062854
929.9708,0.063262
931.8345,0.063886
933.6981,0.064844
